review,rating,date,bank,source,language
Good job👍,5,2025-05-14,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-14,Commercial Bank of Ethiopia,Google Play,om
nice,5,2025-05-14,Commercial Bank of Ethiopia,Google Play,om
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia,Google Play,om
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia,Google Play,om
customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia,Google Play,om
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play,om
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play,om
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play,om
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play,om
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play,om
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia,Google Play,om
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,om
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,om
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia,Google Play,om
Best,4,2025-05-08,Commercial Bank of Ethiopia,Google Play,om
the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia,Google Play,om
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-07,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-05-07,Commercial Bank of Ethiopia,Google Play,om
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-05-07,Commercial Bank of Ethiopia,Google Play,om
good,3,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
amazing apps,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
needs improvement,1,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
Good app,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,om
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia,Google Play,om
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia,Google Play,om
CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia,Google Play,om
wow,1,2025-05-05,Commercial Bank of Ethiopia,Google Play,om
verygood,3,2025-05-05,Commercial Bank of Ethiopia,Google Play,om
ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,om
it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia,Google Play,om
Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,om
አዛ,1,2025-05-04,Commercial Bank of Ethiopia,Google Play,om
wow simple life,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,om
it's nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
good app,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,om
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
excellent,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
good app,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,om
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play,om
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia,Google Play,om
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,om
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play,om
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,om
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,om
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,om
I need support you,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,om
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
nice,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-25,Commercial Bank of Ethiopia,Google Play,om
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play,om
tank's,5,2025-04-25,Commercial Bank of Ethiopia,Google Play,om
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,om
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,om
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,om
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play,om
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play,om
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,om
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,om
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play,om
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
good,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
ok,2,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
best app,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
amazing,1,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
I like,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,om
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,om
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,om
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,om
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play,om
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia,Google Play,om
ok,3,2025-04-16,Commercial Bank of Ethiopia,Google Play,om
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,om
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,om
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,om
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,om
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,om
great app,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,om
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,om
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia,Google Play,om
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play,om
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,om
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,om
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,om
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play,om
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,om
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,om
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,om
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play,om
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play,om
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,om
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,om
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,om
the best app,3,2025-04-12,Commercial Bank of Ethiopia,Google Play,om
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,om
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play,om
nice,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,om
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play,om
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
best app.,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,om
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,om
good app,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,om
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,om
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,om
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play,om
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play,om
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play,om
Good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,om
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,om
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,om
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,om
very good,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,om
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,om
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,om
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play,om
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,om
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play,om
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,om
